Original,Encripted
peasant,easantpay
tommy,ommytay
himtomorrow,imtomorrowhay
front,rontfay
theres,herestay
while,hileway
limit,imitlay
cognac,ognaccay
gutz,utzgay
quietthen,uietthenqay
him,imhay
tossing,ossingtay
everyone,everyoneyay
childlike,hildlikecay
masturbate,asturbatemay
flicker,lickerfay
push,ushpay
clatters,latterscay
medical,edicalmay
works,orksway
stop,topsay
said,aidsay
stretcher,tretchersay
helmet,elmethay
parades,aradespay
haemorrhage,aemorrhagehay
coverlet,overletcay
nose,osenay
drag,ragday
spite,pitesay
flying,lyingfay
alive,aliveyay
gruel,ruelgay
mattresses,attressesmay
mothers,othersmay
being,eingbay
protect,rotectpay
shots,hotssay
separate,eparatesay
darknessi,arknessiday
harder,arderhay
telling,ellingtay
practise,ractisepay
telescopic,elescopictay
runs,unsray
turn,urntay
distinction,istinctionday
blackhaired,lackhairedbay
matters,attersmay
aches,achesyay
frightened,rightenedfay
village,illagevay
national,ationalnay
blacksmith,lacksmithbay
is,isyay
hottest,ottesthay
touch,ouchtay
distance,istanceday
definite,efiniteday
count,ountcay
trollies,rolliestay
whip,hipway
scars,carssay
sound,oundsay
important,importantyay
sing,ingsay
exactly,exactlyyay
saw,awsay
lets,etslay
nap,apnay
fry,ryfay
isnt,isntyay
bulge,ulgebay
everything,everythingyay
torn,orntay
copper,oppercay
france,rancefay
wounds,oundsway
quietly,uietlyqay
notices,oticesnay
fifty,iftyfay
he,ehay
act,actyay
resignation,esignationray
vegetables,egetablesvay
press,resspay
shocking,hockingsay
beards,eardsbay
stretched,tretchedsay
badtemperedly,adtemperedlybay
silken,ilkensay
ripped,ippedray
sweeping,weepingsay
dont,ontday
receive,eceiveray
comfortably,omfortablycay
groan,roangay
keeps,eepskay
stands,tandssay
curious,uriouscay
hiding,idinghay
big,igbay
anything,anythingyay
flares,laresfay
new,ewnay
land,andlay
scratched,cratchedsay
splinters,plinterssay
wage,ageway
outhousea,outhouseayay
mattress,attressmay
sausages,ausagessay
breast,reastbay
unsheltered,unshelteredyay
trees,reestay
cracks,rackscay
sets,etssay
anybody,anybodyyay
folding,oldingfay
hacks,ackshay
infirmaries,infirmariesyay
ourselves,ourselvesyay
it,ityay
exclaim,exclaimyay
under,underyay
floorafter,loorafterfay
gruffly,rufflygay
eleven,elevenyay
allow,allowyay
quixotic,uixoticqay
regular,egularray
peace,eacepay
afternoon,afternoonyay
daisycutters,aisycuttersday
well,ellway
whistles,histlesway
commissariat,ommissariatcay
entanglements,entanglementsyay
responds,espondsray
whole,holeway
bag,agbay
paradise,aradisepay
send,endsay
matteroffact,atteroffactmay
lean,eanlay
frying,ryingfay
business,usinessbay
chest,hestcay
clearly,learlycay
cannot,annotcay
deal,ealday
money,oneymay
gazes,azesgay
grovelling,rovellinggay
clerk,lerkcay
fulldress,ulldressfay
others,othersyay
spotless,potlesssay
red,edray
pile,ilepay
itching,itchingyay
overwhelming,overwhelmingyay
before,eforebay
steel,teelsay
interval,intervalyay
floods,loodsfay
notice,oticenay
door,oorday
eh,ehyay
sleep,leepsay
grumbled,rumbledgay
accompany,accompanyyay
josef,osefjay
pocket,ocketpay
reported,eportedray
unconsciously,unconsciouslyyay
went,entway
beside,esidebay
icy,icyyay
car,arcay
consider,onsidercay
drink,rinkday
professionally,rofessionallypay
light,ightlay
statetjaden,tatetjadensay
schoolmaster,choolmastersay
worse,orseway
column,olumncay
fortnight,ortnightfay
scatter,cattersay
covers,overscay
oftener,ofteneryay
above,aboveyay
neck,ecknay
managed,anagedmay
groaning,roaninggay
resistance,esistanceray
underfoot,underfootyay
breath,reathbay
late,atelay
mutter,uttermay
bombardment,ombardmentbay
queer,ueerqay
brownish,rownishbay
bags,agsbay
trade,radetay
wait,aitway
acquainted,acquaintedyay
carrot,arrotcay
window,indowway
moves,ovesmay
fellow,ellowfay
hut,uthay
shortly,hortlysay
flows,lowsfay
orderlies,orderliesyay
arm,armyay
for,orfay
noiselessly,oiselesslynay
shirts,hirtssay
sail,ailsay
still,tillsay
cooks,ookscay
sink,inksay
matter,attermay
knives,niveskay
sheet,heetsay
there,heretay
shyly,hylysay
star,tarsay
god,odgay
dances,ancesday
throw,hrowtay
pates,atespay
charge,hargecay
kind,indkay
nauseated,auseatednay
franz,ranzfay
countries,ountriescay
bethink,ethinkbay
crawl,rawlcay
batteries,atteriesbay
level,evellay
kicking,ickingkay
shattering,hatteringsay
sure,uresay
razor,azorray
punch,unchpay
deeply,eeplyday
bawl,awlbay
appetites,appetitesyay
sockets,ocketssay
grief,riefgay
explanation,explanationyay
stateif,tateifsay
softly,oftlysay
screech,creechsay
treatment,reatmenttay
perceive,erceivepay
max,axmay
marks,arksmay
raving,avingray
talking,alkingtay
writing,ritingway
spring,pringsay
anyone,anyoneyay
overjoyed,overjoyedyay
flee,leefay
pancake,ancakepay
potatocakes,otatocakespay
shell,hellsay
decent,ecentday
agrees,agreesyay
pastelgreen,astelgreenpay
jobs,obsjay
minute,inutemay
effect,effectyay
against,againstyay
rising,isingray
parrot,arrotpay
missing,issingmay
choppingblock,hoppingblockcay
pleased,leasedpay
finishes,inishesfay
yet,etyay
trenches,renchestay
match,atchmay
treat,reattay
come,omecay
head,eadhay
surrounded,urroundedsay
bit,itbay
condemnation,ondemnationcay
hits,itshay
cigarettesalso,igarettesalsocay
innocently,innocentlyyay
pigs,igspay
proudly,roudlypay
stops,topssay
remains,emainsray
beardsthey,eardstheybay
boots,ootsbay
sighs,ighssay
labourers,abourerslay
monkeys,onkeysmay
standing,tandingsay
another,anotheryay
wags,agsway
buttoned,uttonedbay
titbits,itbitstay
expensive,expensiveyay
cinema,inemacay
waterproof,aterproofway
sways,wayssay
occurs,occursyay
strictly,trictlysay
knuckles,nuckleskay
clothes,lothescay
pieces,iecespay
existence,existenceyay
youve,ouveyay
hasnt,asnthay
cases,asescay
profit,rofitpay
forgotten,orgottenfay
packet,acketpay
day,ayday
beyer,eyerbay
craters,raterscay
litany,itanylay
nor,ornay
suddenly,uddenlysay
wet,etway
sleeping,leepingsay
reinforcementreservist,einforcementreservistray
girl,irlgay
talked,alkedtay
soul,oulsay
turd,urdtay
stray,traysay
yell,ellyay
aeroplanes,aeroplanesyay
furnish,urnishfay
memory,emorymay
hundred,undredhay
jagged,aggedjay
modesty,odestymay
comforted,omfortedcay
roaming,oamingray
crusts,rustscay
cover,overcay
built,uiltbay
plush,lushpay
chorale,horalecay
test,esttay
inviting,invitingyay
lorries,orrieslay
appearance,appearanceyay
evenings,eveningsyay
sentimental,entimentalsay
duckweed,uckweedday
lifted,iftedlay
baldaquin,aldaquinbay
bowels,owelsbay
grass,rassgay
disentanglement,isentanglementday
army,armyyay
threw,hrewtay
space,pacesay
slip,lipsay
dolls,ollsday
to,otay
knows,nowskay
lift,iftlay
better,etterbay
foreheads,oreheadsfay
praying,rayingpay
years,earsyay
does,oesday
sinks,inkssay
breezes,reezesbay
round,oundray
betraying,etrayingbay
simpler,implersay
concussion,oncussioncay
by,ybay
companionship,ompanionshipcay
deepens,eepensday
smooths,moothssay
limbs,imbslay
wash,ashway
third,hirdtay
all,allyay
although,althoughyay
spasm,pasmsay
noon,oonnay
strongly,tronglysay
grope,ropegay
sun,unsay
kitchen,itchenkay
stumbles,tumblessay
capture,apturecay
madly,adlymay
ten,entay
that,hattay
but,utbay
even,evenyay
leaves,eaveslay
sowhat,owhatsay
support,upportsay
share,haresay
hes,eshay
poor,oorpay
catholic,atholiccay
hoarse,oarsehay
pardon,ardonpay
talk,alktay
bare,arebay
wander,anderway
free,reefay
shells,hellssay
wasted,astedway
instruments,instrumentsyay
attendance,attendanceyay
stirs,tirssay
cookhouse,ookhousecay
dark,arkday
squads,quadssay
meal,ealmay
us,usyay
sirnow,irnowsay
powerless,owerlesspay
vacant,acantvay
pass,asspay
used,usedyay
leer,eerlay
bet,etbay
taut,auttay
fighting,ightingfay
indistinctly,indistinctlyyay
leapt,eaptlay
catch,atchcay
crowd,rowdcay
who,howay
famous,amousfay
acting,actingyay
peelings,eelingspay
silent,ilentsay
electric,electricyay
hiss,isshay
read,eadray
sense,ensesay
answers,answersyay
indeed,indeedyay
shelled,helledsay
dreadfully,readfullyday
dressing,ressingday
gleaming,leaminggay
terrible,erribletay
lancecorporal,ancecorporallay
cunning,unningcay
presence,resencepay
fool,oolfay
breaks,reaksbay
dump,umpday
road,oadray
feel,eelfay
dogs,ogsday
millions,illionsmay
amiss,amissyay
doubt,oubtday
falteringly,alteringlyfay
trot,rottay
pour,ourpay
poking,okingpay
von,onvay
full,ullfay
slowly,lowlysay
pore,orepay
twenty,wentytay
heightened,eightenedhay
bubbles,ubblesbay
mesh,eshmay
habit,abithay
joins,oinsjay
point,ointpay
together,ogethertay
hard,ardhay
drown,rownday
recall,ecallray
ducksbut,ucksbutday
farthest,arthestfay
drawingroom,rawingroomday
junipers,unipersjay
face,acefay
looking,ookinglay
attachment,attachmentyay
from,romfay
certainly,ertainlycay
book,ookbay
everlasting,everlastingyay
kemmerichs,emmerichskay
banging,angingbay
cautiously,autiouslycay
people,eoplepay
river,iverray
unnecessarily,unnecessarilyyay
during,uringday
surely,urelysay
factors,actorsfay
gently,entlygay
wonderful,onderfulway
herr,errhay
only,onlyyay
opens,opensyay
potatoes,otatoespay
sausage,ausagesay
finished,inishedfay
ours,oursyay
and,andyay
phrase,hrasepay
as,asyay
st,tsay
luxurious,uxuriouslay
tell,elltay
creep,reepcay
ive,iveyay
halfbent,alfbenthay
exclaims,exclaimsyay
search,earchsay
cottages,ottagescay
bottle,ottlebay
through,hroughtay
bitter,itterbay
promised,romisedpay
rest,estray
thats,hatstay
plays,layspay
dying,yingday
dip,ipday
close,losecay
countryside,ountrysidecay
wounded,oundedway
visitors,isitorsvay
meyer,eyermay
kindly,indlykay
hang,anghay
sights,ightssay
can,ancay
net,etnay
complete,ompletecay
interrogation,interrogationyay
bursts,urstsbay
wish,ishway
really,eallyray
staggers,taggerssay
bristling,ristlingbay
safely,afelysay
rifles,iflesray
nine,inenay
inquire,inquireyay
parachute,arachutepay
extenuation,extenuationyay
ring,ingray
knee,neekay
illluck,illluckyay
immediately,immediatelyyay
rub,ubray
brunette,runettebay
extraordinary,extraordinaryyay
crisp,rispcay
care,arecay
darkperhaps,arkperhapsday
reason,easonray
no,onay
mighty,ightymay
bottom,ottombay
waked,akedway
goes,oesgay
eating,eatingyay
dig,igday
brown,rownbay
outfit,outfityay
till,illtay
oddly,oddlyyay
lid,idlay
fearful,earfulfay
terror,errortay
letter,etterlay
grab,rabgay
time,imetay
next,extnay
fuss,ussfay
soldiers,oldierssay
sit,itsay
goggle,ogglegay
meantime,eantimemay
amused,amusedyay
idiotic,idioticyay
requires,equiresray
live,ivelay
table,abletay
killed,illedkay
five,ivefay
having,avinghay
loudly,oudlylay
greed,reedgay
young,oungyay
involuntarily,involuntarilyyay
especially,especiallyyay
meant,eantmay
stroll,trollsay
cursing,ursingcay
gropes,ropesgay
chairs,hairscay
march,archmay
mostly,ostlymay
bound,oundbay
emil,emilyay
patching,atchingpay
splinter,plintersay
unbutton,unbuttonyay
create,reatecay
haul,aulhay
pack,ackpay
fever,everfay
rides,idesray
healthythen,ealthythenhay
ago,agoyay
spot,potsay
intrigues,intriguesyay
afraid,afraidyay
annoyed,annoyedyay
train,raintay
parallel,arallelpay
affairs,affairsyay
plate,latepay
avert,avertyay
means,eansmay
whose,hoseway
badly,adlybay
been,eenbay
pots,otspay
comrade,omradecay
heather,eatherhay
crater,ratercay
ah,ahyay
stars,tarssay
machineguns,achinegunsmay
police,olicepay
groans,roansgay
steps,tepssay
yesterday,esterdayyay
trunks,runkstay
supper,uppersay
idyllan,idyllanyay
herself,erselfhay
set,etsay
buttonhole,uttonholebay
roasted,oastedray
furious,uriousfay
asleep,asleepyay
though,houghtay
start,tartsay
eaten,eatenyay
alarmed,alarmedyay
devours,evoursday
dead,eadday
changes,hangescay
most,ostmay
slender,lendersay
something,omethingsay
hears,earshay
watch,atchway
ditch,itchday
outside,outsideyay
cut,utcay
haste,astehay
ambulance,ambulanceyay
apple,appleyay
father,atherfay
about,aboutyay
deliberately,eliberatelyday
subside,ubsidesay
meat,eatmay
feet,eetfay
disconcerted,isconcertedday
coming,omingcay
post,ostpay
strangely,trangelysay
stack,tacksay
subsides,ubsidessay
class,lasscay
superiority,uperioritysay
fate,atefay
hideous,ideoushay
travel,raveltay
box,oxbay
should,houldsay
float,loatfay
obtuse,obtuseyay
momentarily,omentarilymay
attention,attentionyay
withdraw,ithdrawway
dragging,raggingday
off,offyay
did,idday
held,eldhay
conserves,onservescay
leather,eatherlay
get,etgay
calmly,almlycay
task,asktay
loafers,oaferslay
decently,ecentlyday
comforting,omfortingcay
race,aceray
object,objectyay
passing,assingpay
affair,affairyay
farther,artherfay
gives,ivesgay
wont,ontway
upi,upiyay
retreat,etreatray
afford,affordyay
erect,erectyay
furtively,urtivelyfay
consequence,onsequencecay
trousers,rouserstay
smoke,mokesay
coarse,oarsecay
around,aroundyay
thing,hingtay
lady,adylay
desk,eskday
windows,indowsway
appear,appearyay
teeth,eethtay
restand,estandray
industry,industryyay
senseless,enselesssay
slightest,lightestsay
tenor,enortay
balloons,alloonsbay
immense,immenseyay
pillowin,illowinpay
strong,trongsay
remain,emainray
noncommissioned,oncommissionednay
whereas,hereasway
detailed,etailedday
town,owntay
need,eednay
spots,potssay
idea,ideayay
lace,acelay
jumped,umpedjay
caught,aughtcay
chief,hiefcay
stupefied,tupefiedsay
understand,understandyay
hangs,angshay
strongest,trongestsay
feeble,eeblefay
hasten,astenhay
lasts,astslay
hauled,auledhay
suffering,ufferingsay
aloft,aloftyay
ears,earsyay
feelings,eelingsfay
fields,ieldsfay
marching,archingmay
sword,wordsay
be,ebay
crime,rimecay
fullgrown,ullgrownfay
told,oldtay
cat,atcay
fresh,reshfay
trench,renchtay
suppose,upposesay
joke,okejay
later,aterlay
territorials,erritorialstay
transport,ransporttay
concrete,oncretecay
life,ifelay
bounce,ouncebay
black,lackbay
written,rittenway
could,ouldcay
deep,eepday
chloroform,hloroformcay
purest,urestpay
lines,ineslay
them,hemtay
detains,etainsday
beautiful,eautifulbay
else,elseyay
physical,hysicalpay
are,areyay
fours,oursfay
teacosy,eacosytay
cologne,olognecay
banners,annersbay
my,ymay
position,ositionpay
fountains,ountainsfay
flowers,lowersfay
preparing,reparingpay
lords,ordslay
grimaces,rimacesgay
russian,ussianray
miles,ilesmay
company,ompanycay
staring,taringsay
alone,aloneyay
beforehand,eforehandbay
work,orkway
none,onenay
nobody,obodynay
gathered,atheredgay
pork,orkpay
yard,ardyay
moving,ovingmay
wood,oodway
unbroken,unbrokenyay
tried,riedtay
tormentor,ormentortay
darkness,arknessday
the,hetay
distributes,istributesday
practical,racticalpay
throat,hroattay
recover,ecoverray
bellies,elliesbay
will,illway
scarce,carcesay
produces,roducespay
violinists,iolinistsvay
blacker,lackerbay
worst,orstway
apply,applyyay
news,ewsnay
started,tartedsay
blood,loodbay
swells,wellssay
weser,eserway
werent,erentway
movements,ovementsmay
give,ivegay
sugar,ugarsay
messed,essedmay
whispers,hispersway
interject,interjectyay
current,urrentcay
repeating,epeatingray
hills,illshay
knowhe,nowhekay
awful,awfulyay
effort,effortyay
tightly,ightlytay
wanted,antedway
thunderbut,hunderbuttay
straps,trapssay
cigarettes,igarettescay
squad,quadsay
directions,irectionsday
prop,roppay
buried,uriedbay
inspector,inspectoryay
disappear,isappearday
grips,ripsgay
shellholes,hellholessay
same,amesay
birch,irchbay
themno,hemnotay
warmth,armthway
scene,cenesay
plead,leadpay
tjaden,jadentay
enemy,enemyyay
russia,ussiaray
cries,riescay
struggle,trugglesay
hardly,ardlyhay
tip,iptay
ploughed,loughedpay
keep,eepkay
nipped,ippednay
stark,tarksay
sufficient,ufficientsay
journey,ourneyjay
modestly,odestlymay
nerves,ervesnay
wirelessmen,irelessmenway
broken,rokenbay
squatting,quattingsay
true,ruetay
palmy,almypay
when,henway
myself,yselfmay
wrong,rongway
order,orderyay
pot,otpay
straw,trawsay
antitetanus,antitetanusyay
resting,estingray
each,eachyay
pancakes,ancakespay
bellows,ellowsbay
mutters,uttersmay
far,arfay
strikes,trikessay
songs,ongssay
impossible,impossibleyay
wheat,heatway
course,oursecay
drags,ragsday
altar,altaryay
shrugging,hruggingsay
trolleys,rolleystay
lies,ieslay
why,hyway
judgment,udgmentjay
creeping,reepingcay
decisioni,ecisioniday
specially,peciallysay
glasses,lassesgay
whether,hetherway
divisions,ivisionsday
just,ustjay
apostles,apostlesyay
continually,ontinuallycay
necks,ecksnay
figure,igurefay
insufferable,insufferableyay
ghost,hostgay
sick,icksay
hope,opehay
meets,eetsmay
filled,illedfay
calmer,almercay
luxury,uxurylay
nervous,ervousnay
skinned,kinnedsay
seven,evensay
patches,atchespay
blackness,lacknessbay
sweep,weepsay
comes,omescay
view,iewvay
slammed,lammedsay
handtohand,andtohandhay
mechanically,echanicallymay
thank,hanktay
weep,eepway
we,eway
cease,easecay
blows,lowsbay
evening,eveningyay
smokes,mokessay
firing,iringfay
hunger,ungerhay
anew,anewyay
invited,invitedyay
shake,hakesay
change,hangecay
instinctive,instinctiveyay
lurch,urchlay
drivelling,rivellingday
your,ouryay
opinion,opinionyay
tone,onetay
pasting,astingpay
terribly,erriblytay
gave,avegay
potato,otatopay
gleam,leamgay
minutes,inutesmay
lifeand,ifeandlay
autumntinted,autumntintedyay
arrange,arrangeyay
without,ithoutway
foot,ootfay
listen,istenlay
woods,oodsway
gurgling,urglinggay
furrows,urrowsfay
dumpand,umpandday
those,hosetay
towards,owardstay
creature,reaturecay
entirely,entirelyyay
happened,appenedhay
concert,oncertcay
operated,operatedyay
guns,unsgay
pants,antspay
surreptitiously,urreptitiouslysay
shrugs,hrugssay
eiderdowns,eiderdownsyay
differently,ifferentlyday
length,engthlay
barbedwire,arbedwirebay
ended,endedyay
least,eastlay
watching,atchingway
grim,rimgay
refuse,efuseray
sunday,undaysay
display,isplayday
lust,ustlay
marvelous,arvelousmay
french,renchfay
stoves,tovessay
forget,orgetfay
education,educationyay
won,onway
price,ricepay
possible,ossiblepay
stabs,tabssay
chewing,hewingcay
whats,hatsway
lighter,ighterlay
clench,lenchcay
fire,irefay
growls,rowlsgay
instance,instanceyay
halfwit,alfwithay
pause,ausepay
call,allcay
fly,lyfay
they,heytay
difference,ifferenceday
rockets,ocketsray
crosses,rossescay
nearer,earernay
somewhere,omewheresay
grow,rowgay
valenciennes,alenciennesvay
chirps,hirpscay
couple,ouplecay
voices,oicesvay
roll,ollray
guiltlessif,uiltlessifgay
some,omesay
barrage,arragebay
doze,ozeday
offend,offendyay
has,ashay
risky,iskyray
except,exceptyay
hollow,ollowhay
elbows,elbowsyay
helmets,elmetshay
restlessly,estlesslyray
bellybands,ellybandsbay
flit,litfay
heard,eardhay
absurd,absurdyay
besides,esidesbay
violinist,iolinistvay
manned,annedmay
fulfil,ulfilfay
maggot,aggotmay
maintain,aintainmay
love,ovelay
allhighest,allhighestyay
seizes,eizessay
early,earlyyay
stays,tayssay
caredwe,aredwecay
carry,arrycay
christian,hristiancay
their,heirtay
a,ayay
along,alongyay
hither,itherhay
instrument,instrumentyay
knifeready,nifereadykay
chopped,hoppedcay
large,argelay
struck,trucksay
suggests,uggestssay
pupil,upilpay
folk,olkfay
objective,objectiveyay
job,objay
damp,ampday
summer,ummersay
der,erday
like,ikelay
already,alreadyyay
man,anmay
say,aysay
splints,plintssay
thatthe,hatthetay
hammerling,ammerlinghay
use,useyay
meek,eekmay
than,hantay
bleeding,leedingbay
fall,allfay
asked,askedyay
wonderfully,onderfullyway
parapet,arapetpay
higher,igherhay
wheels,heelsway
cry,rycay
redcross,edcrossray
russians,ussiansray
distribution,istributionday
airy,airyyay
pounding,oundingpay
pretends,retendspay
endured,enduredyay
kick,ickkay
tickets,icketstay
itself,itselfyay
leave,eavelay
home,omehay
break,reakbay
weak,eakway
disgusting,isgustingday
locate,ocatelay
stacked,tackedsay
hands,andshay
fences,encesfay
have,avehay
organ,organyay
grater,ratergay
possibly,ossiblypay
otherwise,otherwiseyay
draw,rawday
half,alfhay
arranging,arrangingyay
sings,ingssay
observation,observationyay
friends,riendsfay
amongst,amongstyay
follows,ollowsfay
tjadenwhatstand,jadenwhatstandtay
dreadful,readfulday
retorts,etortsray
scored,coredsay
opposite,oppositeyay
intelligent,intelligentyay
directly,irectlyday
bandaged,andagedbay
thither,hithertay
actually,actuallyyay
commands,ommandscay
surgeons,urgeonssay
throttling,hrottlingtay
offending,offendingyay
miserablelooking,iserablelookingmay
movement,ovementmay
curly,urlycay
shallow,hallowsay
carvings,arvingscay
ease,easeyay
quick,uickqay
dirty,irtyday
hatch,atchhay
pretend,retendpay
arrives,arrivesyay
not,otnay
stations,tationssay
clear,learcay
jests,estsjay
falls,allsfay
searches,earchessay
groping,ropinggay
feelingly,eelinglyfay
rings,ingsray
afterward,afterwardyay
sisters,isterssay
dysentery,ysenteryday
sees,eessay
outer,outeryay
burn,urnbay
usagainst,usagainstyay
ranges,angesray
sky,kysay
bird,irdbay
sole,olesay
exchange,exchangeyay
lost,ostlay
direct,irectday
brought,roughtbay
at,atyay
instead,insteadyay
these,hesetay
eldest,eldestyay
fathers,athersfay
below,elowbay
provisions,rovisionspay
nasty,astynay
fallen,allenfay
imagination,imaginationyay
rains,ainsray
blow,lowbay
dropped,roppedday
rails,ailsray
whos,hosway
supposed,upposedsay
attempt,attemptyay
comrades,omradescay
move,ovemay
troubles,roublestay
conversation,onversationcay
culprits,ulpritscay
waken,akenway
thunder,hundertay
madness,adnessmay
knack,nackkay
moors,oorsmay
bands,andsbay
didnt,idntday
fury,uryfay
let,etlay
closer,losercay
martens,artensmay
announces,announcesyay
arched,archedyay
smashed,mashedsay
license,icenselay
selfcontrol,elfcontrolsay
thumb,humbtay
onward,onwardyay
tenderhearted,enderheartedtay
wear,earway
thundering,hunderingtay
roomout,oomoutray
sty,tysay
spread,preadsay
invalids,invalidsyay
pounce,ouncepay
inches,inchesyay
bad,adbay
nature,aturenay
continues,ontinuescay
jump,umpjay
mortar,ortarmay
pulled,ulledpay
confidenceand,onfidenceandcay
makes,akesmay
foolishness,oolishnessfay
idyll,idyllyay
alongside,alongsideyay
ladyall,adyalllay
fireplace,ireplacefay
dies,iesday
purrs,urrspay
stamps,tampssay
hold,oldhay
then,hentay
mention,entionmay
places,lacespay
shot,hotsay
quickly,uicklyqay
rot,otray
once,onceyay
airs,airsyay
sympathy,ympathysay
reorganized,eorganizedray
melts,eltsmay
wasnt,asntway
gloomy,loomygay
think,hinktay
clamped,lampedcay
heads,eadshay
difficulty,ifficultyday
finding,indingfay
direction,irectionday
several,everalsay
belly,ellybay
often,oftenyay
increases,increasesyay
ballet,alletbay
me,emay
demands,emandsday
sticky,tickysay
griping,ripinggay
find,indfay
sergeant,ergeantsay
despite,espiteday
everywhere,everywhereyay
periodically,eriodicallypay
words,ordsway
anymore,anymoreyay
overworked,overworkedyay
mahogany,ahoganymay
yourself,ourselfyay
less,esslay
regards,egardsray
berlichingen,erlichingenbay
wind,indway
thumbin,humbintay
shelling,hellingsay
cost,ostcay
woman,omanway
everybody,everybodyyay
hamacher,amacherhay
bandage,andagebay
pitch,itchpay
whisper,hisperway
proud,roudpay
pulling,ullingpay
review,eviewray
faint,aintfay
wants,antsway
days,aysday
resist,esistray
gulps,ulpsgay
hour,ourhay
obscure,obscureyay
formerly,ormerlyfay
soured,ouredsay
tormenting,ormentingtay
wing,ingway
men,enmay
takes,akestay
clean,leancay
intoning,intoningyay
stumps,tumpssay
cant,antcay
shame,hamesay
babble,abblebay
pitiful,itifulpay
if,ifyay
become,ecomebay
confusion,onfusioncay
dropping,roppingday
ignore,ignoreyay
stare,taresay
latrine,atrinelay
dugout,ugoutday
seem,eemsay
excited,excitedyay
record,ecordray
glow,lowgay
spectacles,pectaclessay
yelling,ellingyay
stone,tonesay
sheer,heersay
human,umanhay
soup,oupsay
cripple,ripplecay
manage,anagemay
touchy,ouchytay
perhaps,erhapspay
grade,radegay
best,estbay
nonsense,onsensenay
kicks,ickskay
pain,ainpay
recruit,ecruitray
mouths,outhsmay
bargain,argainbay
becomes,ecomesbay
sobut,obutsay
how,owhay
unwashed,unwashedyay
across,acrossyay
paulquiet,aulquietpay
such,uchsay
legs,egslay
thermometer,hermometertay
oclock,oclockyay
depot,epotday
opportunities,opportunitiesyay
tells,ellstay
